id,name,owner,capacity,fuel,year
1015,Wehr,Schluchseewerk Aktiengesellschaft,910.0,Hydro,1975
1016,MVA Weisweiler,RWE Power AG,27.0,Waste,1996
1017,Weisweiler,RWE Power AG,123.0,Coal,1955
1018,Weisweiler,RWE Power AG,135.0,Coal,1959
1019,Weisweiler,RWE Power AG,200.0,Gas,2006
1020,Weisweiler,RWE Power AG,200.0,Gas,2006
1021,Weisweiler,RWE Power AG,321.0,Coal,1965
1022,Weisweiler,RWE Power AG,321.0,Coal,1967
1023,Weisweiler,RWE Power AG,663.0,Coal,1974
1024,Weisweiler,RWE Power AG,656.0,Coal,1975
1025,,UW Wellen Betreiber GbR c/o Germania Windpark GmbH & Co. KG,15.0,Wind,2002
1026,,Windpark Ochtmersleben OHG,10.0,Wind,2006
1027,Wendefurth,Vattenfall Wasserkraft GmbH,79.7,Hydro,1967
1028,Wendefurth,Vattenfall Wasserkraft GmbH,,Hydro,1968
1029,,Breeze Two Energy GmbH & Co. KG,18.0,Wind,2007
1030,,Windpark Niederer Fläming GmbH & Co. KG / c.o. BEC Energie Consult GmbH,16.0,Wind,2006
1031,Kraftwerk Werdohl-Elverlingsen,Mark-E AG,186.0,Coal,1971
1032,Kraftwerk Werdohl-Elverlingsen,Mark-E AG,206.0,Oil,1975
1033,Kraftwerk Werdohl-Elverlingsen,Mark-E AG,310.0,Coal,1982
1034,,WP Wergzahna GmbH & Co. KG,10.6,Wind,2009
1035,Gersteinwerk,RWE Generation SE,55.0,Gas,1973
1036,Gersteinwerk,RWE Generation SE,55.0,Gas,1973
1037,Gersteinwerk,RWE Generation SE,55.0,Gas,1973
1038,Gersteinwerk,RWE Generation SE,55.0,Gas,1973
1039,Gersteinwerk,RWE Generation SE,355.0,Gas,1973
1040,Gersteinwerk,RWE Generation SE,355.0,Gas,1973
1041,Gersteinwerk,RWE Generation SE,355.0,Gas,1973
1042,Gersteinwerk,RWE Generation SE,614.0,Coal,1984
1043,Gersteinwerk,RWE Generation SE,112.0,Gas,1984
1044,Windpark Wertheim,Breeze Three Energy GmbH & Co. KG,10.5,Wind,2002
1045,,,42.0,Wind,2002
1046,,,16.2,Wind,2001
1047,,Windpark Norderland Verwaltgungs- und Beteiligungs GmbH,49.5,Wind,1997
1048,,K/S Hydrovind VI,20.0,Wind,2007
1049,,Bürger-Windpark Wiemersdorf GmbH,17.5,Wind,2010
1050,,Windpark Wiemersdorf GmbH & Co. KG ,12.3,Wind,2001
1051,Wi-Biebrich,InfraServ GmbH & Co. Wiesbaden KG,6.7,Biomass,2003
1052,Wi-Biebrich,InfraServ GmbH & Co. Wiesbaden KG,25015.0,Gas,2006
1053,,DIF Windpark Wiesmoor GmbH & Co. KG,19.8,Wind,2000
1054,,,18.6,Wind,2003
1055,,EBV WP Düngstrup GmbH & Co. Betriebs KG,10.4,Wind,2000
1056,Wilhelmshaven,Uniper Kraftwerke GmbH ,56.0,Oil,1973
1057,Wilhelmshaven,Uniper Kraftwerke GmbH ,757.0,Coal,1976
1058,,Abrechnungsstelle Windpark Willenscharen-Brokstedt GBR,13.2,Wind,1999
1059,,e.n.o. Windpark GmbH & Co. Wilmersdorf KG,13.5,Wind,2003
1060,,Windpark Wilstedt GmbH & Co. KG,18.0,Wind,2009
1061,,Eigentümergemeinschaft 4. Volkswind GmbH & Co. KG und Spradau Wind Betriebs GmbH & Co. KG,13.8,Wind,2006
1062,Wintrich,innogy SE,20.0,Hydro,1965
1063,,,14.0,Wind,2005
1064,,,12.5,Wind,1999
1065,,,12.0,Wind,2005
1066,,,10.0,Wind,2005
1067,Witznau,Schluchseewerk Aktiengesellschaft,220.0,Hydro,1943
1068,,,10.0,Wind,2007
1069,,WKN Windkraft Nord GmbH & Co. Windpark Wöhrden I KG; WKN Windkraft Nord GmbH & Co. Windpark Wöhrden II KG ,8.9,Wind,1999
1070,Spitzenlastkraftwerk Wolfen,envia THERM GmbH,40.0,Gas,1997
1071,HKW Nord,Volkswagen AG,61.5,Coal,2000
1072,HKW Nord,Volkswagen AG,61.5,Coal,2000
1073,HKW West,Volkswagen AG,138.5,Coal,1985
1074,HKW West,Volkswagen AG,138.5,Coal,1985
1075,Windpark Wörrstadt-Ost,New Breeze GmbH & Co. Wind Wörrstadt KG,11.5,Wind,2011
1076,New Breeze GmbH & Co. Wind Wörrstadt KG,New Breeze GmbH & Co. Wind Wörrstadt KG,15.7,Wind,2009
1077,HKW Wörth,Palm Power GmbH & Co. KG,59.0,Gas,2007
1078,,Windkraftwerk Wremen GmbH & Co. KG; Energiekontor Windkraft GmbH & Co. WP Wremen-Grauwallkan. KG,22.0,Wind,1994
1079,PVA Wülknitz,saferay holding GmbH,11.2,Solar,2010
1080,,Netzbetrieb Windpark Wülknitz GbR,10.2,Wind,2001
1081,HKW Barmen,WSW Energie & Wasser AG,88019.0,Gas,2005
1082,Spitzenlastanlage Barmen,WSW Energie & Wasser AG,60.0,Oil,2008
1083,HKW Elberfeld ,WSW Energie & Wasser AG,85.0,Coal,1992
1084,Heizkraftwerke an der Friedensbrücke,Heizkraftwerk Würzburg GmbH,23.0,Gas,1971
1085,Heizkraftwerke an der Friedensbrücke,Heizkraftwerk Würzburg GmbH,25.0,Gas,1993
1086,Heizkraftwerke an der Friedensbrücke,Heizkraftwerk Würzburg GmbH,29.5,Gas,2009
1087,Heizkraftwerke an der Friedensbrücke,Heizkraftwerk Würzburg GmbH,44.5,Gas,2005
1088,Zielitz,K+S AG,27.0,Gas,1996
1089,Kladrum,Breeze Four Energy GmbH & Co. KG,13.8,Wind,1998
1090,Zolling,ENGIE Deutschland AG,18.3,Biomass,2003
1091,Zolling,ENGIE Deutschland AG,50.0,Oil,1976
1092,Zolling,ENGIE Deutschland AG,472.0,Coal,1985
1093,Gaskraftwerk,Smurfit Kappa Zülpich Papier GmbH,15.1,Gas,1996
1094,Kohlekraftwerk,Smurfit Kappa Zülpich Papier GmbH,19.5,Coal,2010
1095,Weserkraftwerk Bremen,Weserkraftwerk Bremen GmbH & Co. KG,9.9,Hydro,2011
1096,11 Windkraftanlagen,Breloh Windenergie GmbH und Co. KG,25.3,Wind,2011
1097,Windpark Alterkülz-Spesenroth,ENGIE WP Portfolio 2 GmbH,14.0,Wind,2008
1098,ÜST Anklam,ENERTRAG Aktiengesellschaft,11.6,Wind,1999
1099,Bigge,Bigge Energie GmbH & Co. KG,15.0,Hydro,1965
1100,UPM Augsburg,UPM GmbH Werk Augsburg,29.0,Gas,1967
1101,Heizkraftwerk,Stadtwerke Augsburg Energie GmbH,20.4,Gas,1976
1102,HKW Bad Salzungen,TEAG Thüringer Energie AG,9.7,Gas,1994
1103,Beeskow – Hufenfeld,Breeze Four Energy GmbH & Co. KG,14.0,Wind,2003
1104,Bergholz,Breeze Four Energy GmbH & Co. KG,12.0,Wind,1999
1105,PD energy GmbH,PD energy GmbH,9.9,Waste,2010
1106,UW Raguhn,ENERTRAG Aktiengesellschaft,16.9,Wind,2005
1107,Restmüllheizkraftwerk Böblingen,Zweckverband Restmüllheizkraftwerk Böblingen,9.5,Waste,1999
1108,UW Roitzsch,ENERTRAG Aktiengesellschaft,21.7,Wind,2003
1109,MHKW,swb Entsorgung GmbH & Co. KG,44.0,Waste,2012
1110,Gichtgaskraftwerk Dillingen,"Aktien-Gesellschaft der Dillinger Hüttenwerke, ROGESA Roheisengesellschaft Saar mbH und Zentralkokerei Saar GmbH, als Bruchteilsgemeinschaft",85.0,Other,2010
1111,BEG,Bremerhavener Entsorgungsgesellschaft mbH,14.0,Waste,1977
1112,Industriekraftwerk Breuberg,Pirelli Deutschland GmbH,11.4,Gas,1999
1113,Dessau,Uniper Kraftwerke GmbH ,10.3,Hydro,1967
1114,MHKW Burgkirchen,Zweckverband Abfallverwertung Südostbayern,12.5,Waste,1994
1115,Energiezentrale,RÜTGERS Germany GmbH,10.2,Gas,1991
1116,Energiezentrale,RÜTGERS Germany GmbH,0.9,Gas,2005
1117,Christinendorf,Breeze Four Energy GmbH & Co. KG,14.0,Wind,2009
1118,Weimar,Windfarm Weimar GmbH & Co. KG,12.0,Wind,2002
1119,PVA Dallgow-Döberitz,saferay holding GmbH,21.0,Solar,2011
1120,Heizkraftwerk,Merck KGaA,10.0,Gas,1999
1121,Dettingen,Kernkraftwerk Obrigheim GmbH,11.0,Hydro,1927
1122,GHD,GHD Bayernwerk Natur GmbH & Co. KG,6.7,Gas,1997
1123,GHD,GHD Bayernwerk Natur GmbH & Co. KG,6.7,Gas,1997
1124,Dingolfing,Uniper Kraftwerke GmbH ,15.0,Hydro,1957
1125,"MT, Düren",Metsä Tissue GmbH (Werk Düren),14.0,Gas,1940
1126,WP Edersleben,e.disnatur Erneuerbare Energien GmbH,12.0,Wind,2002
1127,Eitting,Uniper Kraftwerke GmbH ,26.0,Hydro,1925
1128,Fankel,innogy SE,16.4,Hydro,1963
1129,Ellgau,Bayerische Elektrizitätswerke GmbH,9.7,Hydro,1952
1130,Enkirch,innogy SE,18.4,Hydro,1966
1131,BHKW an Klinkerweg,Stadtwerke Erkrath GmbH,10.2,Gas,2000
1132,TREA Breisgau,EEW Energy from Waste Saarbrücken GmbH,13.6,Waste,2005
1133,Altheim,Uniper Kraftwerke GmbH ,17.8,Hydro,1951
1134,P&L Werk Euskirchen,Pfeifer & Langen GmbH & Co. KG,14.5,Coal,1979
1135,WP Frauenhagen,e.disnatur Erneuerbare Energien GmbH,10.4,Wind,2002
1136,Serrig,innogy SE,12.1,Hydro,1985
1137,EEW Göppingen,EEW Energy from Waste Göppingen GmbH,11.0,Waste,1975
1138,Windpark Görike,EnBW Windpark Eisenach II GmbH,10.0,Wind,2010
1139,Windpark Schenkendöbern,Windfarm Idesheim GmbH & Co. KG,12.0,Wind,2009
1140,MVA Hamm,MHB Hamm Betriebsführungsgesellschaft mbH,14.6,Waste,1986
1141,Windpark Haupersweiler,EnBW Onshore Portfolio GmbH,15.0,Wind,2011
1142,UW Flensburg Wind,ENERTRAG Aktiengesellschaft,26.1,Wind,2008
1143,KWKK Heidelberg,innogy SE,13.5,Gas,2001
1144,Schwammenauel,innogy SE,14.0,Hydro,1938
1145,Heimbach,innogy SE,16.0,Hydro,1905
1146,RZR Herten I,AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH,15.5,Waste,1982
1147,RZR Herten II,AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH,11.7,Waste,2009
1148,UW Hettstedt,ENERTRAG Aktiengesellschaft,12.0,Wind,1999
1149,Höchstädt,Bayerische Elektrizitätswerke GmbH,10.0,Hydro,1982
1150,Windpark Holzhausen,Stadtwerke München GmbH,12.0,Wind,2008
1151,Ingolstadt,Donau-Wasserkraft AG,19.8,Hydro,1971
1152,MVA Ingolstadt,Zweckverband Müllverwertungsanlage Ingolstadt (MVA Ingolstadt),25.5,Waste,1984
1153,Jabel FF,LHI Solar Deutschland V GmbH & Co. KG,17.3,Solar,2011
1154,Windpark Jänschwalde,Vattenfall Europe Windkraft GmbH,12.0,Wind,2004
1155,P&L Werk Jülich,Pfeifer & Langen GmbH & Co. KG,23.22,Coal,2004
1156,P&L Werk Appeldorn,Pfeifer & Langen GmbH & Co. KG,11.4,Gas,2002
1157,Abfallentsorgungszentrum Asdonkshof,Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA),4.8,Oil,1997
1158,Abfallentsorgungszentrum Asdonkshof,Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA),16.0,Waste,1997
1159,Müllheizkraftwerk,Müllheizkraftwerk Kassel GmbH,14.7,Waste,1985
1160,Kaufering,Uniper Kraftwerke GmbH ,16.7,Hydro,1975
1161,Windpark Kemberg,,15.0,Wind,2005
1162,Windpark Kemberg II,EnBW Onshore Portfolio GmbH,10.0,Wind,2012
1163,WP Ketzin,e.disnatur Erneuerbare Energien GmbH,18.4,Wind,2005
1164,Windpark Kirchberg,Windpark Kirchberg GmbH & Co. KG,52.9,Wind,2011
1165,Unteropfingen,EnBW Energie Baden-Württemberg AG,14.5,Hydro,1924
1166,,Windpark Kittlitz GmbH & Co. KG,10.0,Wind,2006
1167,Lübbenau,Repower Deutschland GmbH,16.0,Wind,2010
1168,Solar Schipkau I GmbH & Co. KG,Solar Schipkau I GmbH & Co. KG,12.65,Solar,2011
1169,Solar Meuro I GmbH & Co. KG,Solar Meuro I GmbH & Co. KG,15.36,Solar,2011
1170,Solar Schipkau II GmbH & Co. KG,Solar Schipkau II GmbH & Co. KG,16.12,Solar,2011
1171,Solar Meuro II GmbH & Co. KG,Solar Meuro II GmbH & Co. KG,17.28,Solar,2011
1172,Koblenz,innogy SE,16.0,Hydro,1951
1173,HKW Merkenich,RheinEnergie AG,15.5,Gas,2010
1174,HKW Merheim,RheinEnergie AG,15.8,Gas,2001
1175,RMVA Köln,AVG Köln mbH,45.1,Waste,1998
1176,P&L Werk Könnern,Pfeifer & Langen GmbH & Co. KG,20.3,Coal,2014
1177,MKVA Krefeld,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,13.5,Waste,1982
1178,MKVA Krefeld,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,13.8,Waste,2002
1179,MKVA Krefeld,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,1.5,Waste,1976
1180,MKVA Krefeld,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,2.8,Waste,1997
1181,MKVA Krefeld,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,1.5,Waste,1976
1182,P&L Werk Lage,Pfeifer & Langen GmbH & Co. KG,10.2,Gas,2017
1183,RWE Innogy Brise Windparkbetriebsgesellschaft mbH,innogy SE,10.8,Wind,2004
1184,Faimingen,Obere Donau Kraftwerke AG,10.1,Hydro,1965
1185,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,Steag GmbH,15.7,Waste,2004
1186,Urspring,Uniper Kraftwerke GmbH ,10.1,Hydro,1966
1187,Prem,Uniper Kraftwerke GmbH ,19.2,Hydro,1971
1188,HKW-West,Stadtwerke Lemgo GmbH,12.6,Gas,2001
1189,RWE Innogy Mistral Windparkbetriebsgesellschaft mbH,innogy SE,11.5,Wind,1997
1190,WP Losten,e.disnatur Erneuerbare Energien GmbH,11.5,Wind,2004
1191,BHKW Ludwigshafen,MVV Energie AG,12.5,Gas,2008
1192,Industriekraftwerk Ludwigshafen,MVV Energie AG,11.96,Gas,2003
1193,FHKW Ludwigshafen,Technische Werke Ludwigshafen AG,28.0,Waste,1967
1194,SITA Abfallverwertung GmbH ,SUEZ Energie und Verwertung GmbH,23.0,Waste,2005
1195,MHKW Mainz,Entsorgungsgesellschaft Mainz mbH,15.6,Waste,2009
1196,GuD-Kraftwerk,Energie- und Medienversorgung Sandhofer Straße GmbH & Co. KG,17.2,Gas,2005
1197,,Windkraftwerk Meckel/Gilzem GmbH & Co. KG,11.6,Wind,2009
1198,Meitingen,Bayerische Elektrizitätswerke GmbH,11.3,Hydro,1922
1199,Merching,Uniper Kraftwerke GmbH ,12.0,Hydro,1978
1200,WP Miltzow,e.disnatur Erneuerbare Energien GmbH,14.0,Wind,2013
1201,DKW Nord,Vereinigte Wertach-Elektrizitätswerke GmbH,11.4,Oil,1988
1202,Pfrombach,Uniper Kraftwerke GmbH ,22.3,Hydro,1929
1203,Müden,innogy SE,16.4,Hydro,1965
1204,Neef,innogy SE,16.4,Hydro,1966
1205,Niederaichbach,Uniper Kraftwerke GmbH ,16.2,Hydro,1951
1206,Windpark Illmersdorf,Stadtwerke München GmbH,12.0,Wind,2009
1207,Gummering,Uniper Kraftwerke GmbH ,14.8,Hydro,1957
1208,Aufkirchen,Uniper Kraftwerke GmbH ,27.0,Hydro,1924
1209,Oberpeiching,Bayerische Elektrizitätswerke GmbH,11.9,Hydro,1954
1210,Müllheizkraftwerk Offenbach,Energieversorgung Offenbach AG,14.5,Waste,1972
1211,Windpark Oldendorf,EnBW Onshore Portfolio GmbH,12.0,Wind,2010
1212,UW Langholt,ENERTRAG Aktiengesellschaft,12.0,Wind,1999
1213,PWG,Peißenberger Wärmegesellschaft mbH,5.3,Gas,1989
1214,PWG,Peißenberger Wärmegesellschaft mbH,5.3,Gas,1987
1215,DKW Leinau,Vereinigte Wertach-Elektrizitätswerke GmbH,11.4,Oil,1978
1216,Landau,Uniper Kraftwerke GmbH ,12.6,Hydro,1984
1217,MHKW Pirmasens,EEW Energy from Waste Saarbrücken GmbH,15.0,Waste,1999
1218,Pielweichs,Uniper Kraftwerke GmbH ,12.6,Hydro,1994
1219,Prettin,Repower Deutschland GmbH,10.0,Wind,2006
1220,ZWSF,EEW Energy from Waste Premnitz GmbH,2.5,Waste,2004
1221,EVE,EEW Energy from Waste Premnitz GmbH,14.5,Waste,2009
1222,Prittriching,Uniper Kraftwerke GmbH ,12.1,Hydro,1984
1223,Rain,Bayerische Elektrizitätswerke GmbH,10.9,Hydro,1956
1224,Windpark Lockstedt,Stadtwerke München GmbH,18.0,Wind,2007
1225,Redekin,Windpark Redekin-Genthin GmbH & Co. KG,22.0,Wind,2009
1226,Kraftwerk Meggle,Molkerei MEGGLE Wasserburg GmbH & Co. KG,15.1,Gas,2000
1227,Bertoldsheim,Donau-Wasserkraft AG,18.9,Hydro,1968
1228,WP Rheine,Rheiner Windpark GmbH & Co. KG,10.45,Wind,2002
1229,WP Riethnordhausen ,e.disnatur Erneuerbare Energien GmbH,10.0,Wind,2007
1230,ÜST Röbel,ENERTRAG Aktiengesellschaft,19.2,Wind,1999
1231,EBS-HKW Rostock,Vattenfall Europe New Energy Ecopower GmbH,17.0,Waste,2009
1232,AVA Velsen,AVA Velsen GmbH,16.0,Waste,1997
1233,Schwabstadl,Uniper Kraftwerke GmbH ,12.0,Hydro,1981
1234,Scheuring,Uniper Kraftwerke GmbH ,12.2,Hydro,1980
1235,Unterbergen,Uniper Kraftwerke GmbH ,12.3,Hydro,1983
1236,UPM Schongau,UPM GmbH,64.0,Gas,1954
1237,HKW3 UPM Schongau,UPM GmbH,76.0,Gas,2014
1238,UPM Schongau,UPM GmbH,6.0,Other,1989
1239,UPM Schongau,UPM GmbH,10.5,Hydro,1959
1240,Dornau,Uniper Kraftwerke GmbH ,16.6,Hydro,1960
1241,ÜZ-Wind-Schonungen,ÜZ Windpark Schonungen GmbH & Co. KG,11.5,Wind,2011
1242,WP Schortewitz,e.disnatur Erneuerbare Energien GmbH,15.0,Wind,2004
1243,Müllkraftwerk Schwandorf,Zweckverband Müllverwertung Schwandorf,54.0,Waste,1982
1244,Kraftwerk Schwedt GmbH & Co.KG,Kraftwerk Schwedt GmbH & Co. KG,28.9,Waste,2011
1245,Kraftwerk Leipa Georg Leinfelder GmbH Werk Schwedt Nord,LEIPA Georg Leinfelder GmbH,13.3,Biomass,1993
1246,Heinersdorf,Breeze Four Energy GmbH & Co. KG,13.5,Wind,2001
1247,Windpark Schwienau II,EnBW Onshore Portfolio GmbH,10.0,Wind,2009
1248,Solarpark Amsdorf,GERO Solarpark GmbH,28344.0,Solar,2012
1249,Heizkraftwerk Sindelfingen,Daimler AG,95.0,Gas,2013
1250,,EEW Energy from Waste Stapelfeld GmbH,16.4,Waste,1979
1251,REMONDIS Thermische Abfallverwertung GmbH,REMONDIS Thermische Abfallverwertung GmbH,24.0,Waste,2008
1252,Mühltal,Uniper Kraftwerke GmbH ,11.2,Hydro,1924
1253,HKW Bohrhügel,Stadtwerke Suhl/Zella-Mehlis GmbH,13.5,Gas,1995
1254,Tannheim,EnBW Energie Baden-Württemberg AG,12.3,Hydro,1920
1255,Solarpark Thüngen,HSE Solarpark Thüngen GmbH & Co. KG,18.7,Solar,2010
1256,Uppenborn 2,Stadtwerke München GmbH,18.0,Hydro,1951
1257,Tarnow,Breeze Four Energy GmbH & Co. KG,13.5,Wind,2000
1258,Trier,innogy SE,18.8,Hydro,1962
1259,RWE Innogy Brise Windparkbetriebsgesellschaft mbH,innogy SE,12.0,Wind,2007
1260,Unterbreizbach,K+S AG,20.0,Gas,1995
1261,Windpark Waigandshain/Homberg,KEVAG - Koblenzer Elektrizitätswerk und Verkehrs-AG,18.0,Wind,2004
1262,Obernach,Uniper Kraftwerke GmbH ,12.8,Hydro,1955
1263,Ettling,Uniper Kraftwerke GmbH ,12.6,Hydro,1988
1264,,,21.0,Gas,
1265,,,21.0,Gas,
1266,Windpark Eisenach II,EnBW Windpark Eisenach II GmbH,12.0,Wind,2009
1267,Welzow II Flughafen,LHI Solar Deutschland VI GmbH & Co. KG,18.6,Solar,2011
1268,Gasturbine,Basell Polyolefine GmbH,51.9,Gas,1996
1269,Kraftwerk,Basell Polyolefine GmbH,90.0,Oil,1962
1270,Solarpark Ammerland II GmbH & Co. KG,Solarpark Ammerland II GmbH & Co. KG,5.76,Solar,2011
1271,Solarpark Ammerland III GmbH & Co. KG,Solarpark Ammerland III GmbH & Co. KG,6.3,Solar,2011
1272,Solarpark Ammerland I GmbH & Co. KG,Solarpark Ammerland I GmbH & Co. KG,6.72,Solar,2011
1273,Co-Generation,Grace GmbH,11.5,Gas,1991
1274,Sigmundshall,K+S AG,11.0,Gas,1974
1275,Restabfallbehandlungsanlage,Zweckverband für Abfallwirtschaft Südwestthüringen (ZASt),12.1,Waste,2007
1276,Zeltingen,innogy SE,13.6,Hydro,1964
1277,Zerre,GHF Windpark Chüden-Zerre GmbH & Co. KG,10.0,Wind,2002
1278,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,12.61,Waste,1981
1279,Windpark Landesbergen-Nord,Windpark GmbH & Co. Weserbrise KG,9.6,Wind,2005
1280,Windpark Landesbergen-Süd,Windpark GmbH & Co. Weserbrise KG,2.0,Wind,2006
1281,IHKW Andernach,IHKW Industrieheizkraftwerk Andernach GmbH,12.5,Waste,2008
1282,IHKW Heidenheim,Sales & Solutions GmbH,18.9,Gas,2014
1283,Kraftwerk,Martinswerk GmbH,10.0,Coal,1995
1284,Kraftwerk,Martinswerk GmbH,10.0,Coal,1995
1285,Kraftwerk,Martinswerk GmbH,3.0,Gas,1995
1286,Kraftwerk,Martinswerk GmbH,0.8,Oil,1995
1287,EEV,Nynas GmbH & Co KG ,38.0,Oil,1994
1288,AVA GmbH,AVA Abfallverwertung Augsburg GmbH,10.0,Waste,1994
1289,Windpark Bertkow II,Enercon Windpark GmbH & Co. Bertkow II KG,55.1,Wind,2004
1290,Windpark Bertkow,Enercon Windpark GmbH & Co. Bertkow KG,21.6,Wind,2001
1291,Windpark Deblinghausen,Enercon Windpark GmbH & Co. Deblinghausen KG,16.2,Wind,2003
1292,Windpark Anemolter/Steyerberg,Enercon Windpark GmbH & Co. Frische Brise I KG,26.1,Wind,2003
1293,Windpark Kutenholz I,Enercon Windpark GmbH & Co. Kutenholz KG,12.6,Wind,2003
1294,Windpark Lammersdorf,Enercon Windpark GmbH & Co. Passat III KG,10.8,Wind,2002
1295,Windpark Füchtorf,Enercon Windpark GmbH & Co. Passat II KG,16.2,Wind,2002
1296,Windpark Monschau,Enercon Windpark GmbH & Co. Passat I KG,23.4,Wind,2003
1297,Windpark Niederndodeleben,Enercon Windpark GmbH & Co. Scirocco I KG,10.8,Wind,2001
1298,Windpark Stößen II,Enercon Windpark GmbH & Co. Stößen II KG,12.0,Wind,1999
1299,Windpark Mehring,Enercon Windpark GmbH & Co. Windrose KG,10.0,Wind,2006
1300,Windpark Lohe,REG Regenerative Energien Standortentwicklung GmbH & Co. Beverstedt KG,18.0,Wind,2007
1301,Windpark Fiebing,Windpark Fiebing GmbH & Co. KG,10.8,Wind,2003
1302,Windpark Bröckel-Eicklingen,Windpark GmbH & Co. Bröckel-Eicklingen KG,10.0,Wind,2009
1303,Windpark Enningerloh,Windpark GmbH & Co. Enningerloh KG,18.0,Wind,2009
1304,Windpark Jennelt II,Windpark Jennelt II GmbH & Co. KG,10.0,Wind,2007
1305,Windpark Kutenholz II,Windpark Kutenholz GmbH & Co. KG,16.2,Wind,2004
1306,Windpark Zwischenbergen,Windpark Zwischenbergen GmbH & Co.  KG,10.0,Wind,2006
1307,Windpark Märkisch Linden,Windfarm Märkisch Linden GmbH & Co. KG,30.0,Wind,2008
1308,HKW,Universitätsklinikum Freiburg AdöR,27.0,Gas,2001
1309,Müllheizkraftwerk,EKOCity GmbH,30.0,Waste,1976
1310,Windpark Bornstedt-Holdenstedt,Theolia Naturenergien GmbH,13.5,Wind,2007
1311,Windpark Großvargula,Theolia Naturenergien GmbH,12.0,Wind,2001
1312,Windpark Kribbe-Premslin,Theolia Naturenergien GmbH,27.0,Wind,2003
1313,Windpark Mühlanger,Theolia Naturenergien GmbH,14.0,Wind,2007
1314,Windpark Perleberg,Theolia Naturenergien GmbH,19.8,Wind,2002
1315,Windpark Wolgast,Theolia Naturenergien GmbH,24.0,Wind,2001
1316,Windpark Bimolten,Öko Windpark Bimolten GmbH,29.2,Wind,2002
1317,Windpark Bawöste,Agrowea GmbH & Co. KG,26.0,Wind,2011
1318,Windpark Lengerich,Öko Windpark Lengerich GmbH,14.4,Wind,2000
1319,Windpark Esche,Bürgerwindpark Esche Verwaltungsgesellschaft mbH,10.0,Wind,2003
1320,Energiezentrale 1992,Flughafen München GmbH,9.5,Gas,1992
1321,Erweiterung Energiezentrale 2003,Terminal 2 Gesellschaft mbH & Co oHG,7.44,Gas,2003
1322,HBB,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh,24.0,Gas,2001
1323,K&N PFK AG EV,Kübler & Niethammer Papierfabrik Kriebstein AG,13.11,Gas,1993
1324,Steinbeis Energie,Steinbeis Energie GmbH,17.0,Waste,2010
1325,Reno De Medici,R.D.M. Arnsberg GmbH,19.0,Coal,1923
1326,INEOS Kraftwerk,INEOS Solvents Germany GmbH,24.0,Gas,1995
1327,HKW Pfaffenwald,Universität Stuttgart,12181.0,Gas,1988
1328,HKW Pfaffenwald,Universität Stuttgart,11.3377,Gas,1969
1329,HKW Pfaffenwald,Universität Stuttgart,11.6188,Gas,1968
1330,KWK-Anlage,CR3-Kaffeeveredelung M. Hermsen GmbH,14.8,Gas,2002
1331,PKV Kraftwerk,Papier- u. Kartonfabrik Varel GmbH & Co. KG,58.1,Gas,1989
1332,PKV Kraftwerk,Papier- u. Kartonfabrik Varel GmbH & Co. KG,0.48,Gas,1968
1333,PKV Kraftwerk,Papier- u. Kartonfabrik Varel GmbH & Co. KG,1.92,Biomass,2006
1334,Holthausen,Henkel AG & Co. KGaA,84.0,Gas,1948
1335,Heizkraftwerk,DS Smith Paper Deutschland GmbH,27.0,Gas,
1336,Blockheizkraftwerk 1,DS Smith Paper Deutschland GmbH,1.1,Biomass,2005
1337,Blockheizkraftwerk 2,DS Smith Paper Deutschland GmbH,0.8,Biomass,2010
1338,Notstromdiesel,DS Smith Paper Deutschland GmbH,0.5,Oil,1991
1339,GuD-Anlage,DS Smith Paper Deutschland GmbH,47.0,Gas,2013
1340,Spitzenkraftwerk,Eurowatt Spitzenkraft GmbH,19.0,Oil,
1341,Windpark Walchum,WEA Windpark Walchum Verwaltungsgesellschaft mbH,6.0,Wind,2011
1342,Windpark Walchum,WEA Windpark Walchum Verwaltungsgesellschaft mbH,6.0,Wind,2011
1343,Windpark Walchum,WEA Windpark Walchum Verwaltungsgesellschaft mbH,2.3,Wind,2010
1344,,SILVINO GmbH & Co. KG,21.6,Solar,2009
1345,,MITAB GmbH & Co. KG,20.4,Solar,2009
1346,,,15.8,Solar,2010
1347,,,11.14704,Solar,2010
1348,,,18.73695,Solar,2010
1349,,,10.1,Solar,2010
1350,,,10.9,Solar,2010
1351,,,23597.0,Solar,2011
1352,,,15734.0,Solar,2011
1353,,,15689.0,Solar,2011
1354,,,13464.0,Solar,2011
1355,,,12.73116,Solar,2011
